tracking_id,num_points,bbox_area,point_density,avg_segment_distance,num_stops,street_length_total,intersection_count,street_density_km,edge_density_km,circuity_avg,intersection_density_km,node_density_km,cluster,pca1,pca2
73303,137,0.0058397306973181,23455.96931269336,113.3913385521424,137,104210.23211874084,485.0,4482.990501014548,8377.70994961418,1.0467649515808517,20.864077824091567,26.585567206780592,3,0.13221310937334851,1.2757724209350656
73318,147,0.001282336859687,114545.13979739606,74.19546366262183,147,34332.59774595446,164.0,8159.500817696334,16306.53793304143,1.0767958868850187,38.97631469671936,59.65277432241804,1,2.9962958583750954,-0.5286881534498162
73381,140,0.0042624262528825,32837.43911492438,158.9866125778345,140,151702.71656405905,767.0,6655.17387310576,12876.34544028282,1.064208431351786,33.648167127690485,43.69436044221607,3,1.9264286830503057,2.8217004242955026
73389,126,0.0020760862034375,60661.90213553427,80.48128686306072,126,76370.14116718623,393.0,7050.05290144251,13721.741337642305,1.0455499336429943,36.27950332318325,47.63415703501923,1,2.296542561686306,0.5940499331546326
73422,46,0.0001282381050344,355932.17641000974,113.55469438370672,46,5730.477521743454,42.0,8250.505023204567,15497.214161184596,1.0065226458765502,60.46986654423965,76.30721254392147,1,4.395980733284919,-1.6965029825022508
73471,121,0.001829387482752,66106.22130024307,81.26583467084247,121,55236.00908318038,251.0,6856.8084878562095,13639.383783566202,1.0654209378443806,31.158278069296266,44.31675406668831,1,1.8535568058779515,-0.013310451309321989
73484,164,0.0055988305101769,29286.600675136782,80.05718285572831,164,86359.19033628856,434.0,6020.991538167576,11771.099654207575,1.0671419955014312,30.25862467432937,41.48359834383866,3,1.4076922230441524,0.9539939063417743
73534,84,0.0008569452090314,97908.3502253402,74.89800001071879,84,8593.26115369091,47.0,4250.075371700534,8308.31912478217,1.0218792064278626,23.245370866464185,29.180359172795463,0,0.24776075267970984,-1.4501302023373341
73817,29,0.0033712322815381,8599.644858026231,431.6283518489399,29,40352.24553932127,178.0,3029.81197547312,4936.6865927713725,1.0602625737707554,13.364969518454377,15.617492471002867,0,-1.2262107784634568,-0.4392052252442911
73957,99,0.0024566239043884,40282.81130535177,109.47126020171744,99,82964.3336659644,397.0,7429.27750615274,14722.113250419718,1.0688244274908805,35.55049549144538,50.684081733395686,1,2.420279890106082,0.8012622439568088
74179,223,0.0009580676215376,232517.4940662269,48.21367731317681,223,42588.61932993218,232.0,8031.08856705698,15897.714029255929,1.0599115903233414,43.74907139212457,59.966399580584536,1,3.1937824873004126,-0.305378162390927
74214,165,0.004163800709583,39617.74200151825,90.85162704444488,165,92609.2678220334,440.0,4669.432841397497,8905.758536146515,1.0446150278338455,22.18514948377645,28.588590357502827,3,0.32621244372216707,0.9733658503291182
74343,201,0.0001597614980909,1250299.3713475536,29.23904918695871,201,3864.000193222501,25.0,5442.461577610466,10884.923155220928,1.0700652086894014,35.212611965940134,43.66363883776577,1,1.292940350843945,-1.4076754348950888
74345,203,0.006184068299229,32820.979523427704,101.22739058222146,203,129822.69197703432,609.0,4556.496970354843,8265.275067202132,1.0512963066890932,21.374588777106712,27.41141844814506,3,0.17933064573711863,2.009875274019861
74352,65,0.0012554025394997,51735.011635584735,107.57264716384896,65,30489.5712241541,143.0,6088.903132540445,12167.33310137757,1.0820380682959014,28.557736727484617,44.73379739130458,1,1.3466683529956918,-0.6064613725747956
